cohort,area,k,A,linf,k_lwr,k_upr,temp,model,n
1975,SI_HA,0.21713496763721635,44.05095326230577,307.2771125811175,0.21713496763721635,0.21713496763721635,16.157324644323403,area model,248
1976,FB,0.19137318595704017,37.39160030216638,299.2865662185663,0.19137318595704017,0.19137318595704017,7.077320202009537,area model,235
1976,FM,0.2351056618061937,42.18339785123348,279.5945506213723,0.2351056618061937,0.2351056618061937,7.36941270710739,area model,330
1976,JM,0.2273000554851068,43.10882217299591,303.01066631074434,0.2273000554851068,0.2273000554851068,8.075859649297447,area model,356
1976,SI_EK,0.23662796808953604,42.77635884189862,286.7142559853582,0.23662796808953604,0.23662796808953604,7.788082142040012,area model,160
1976,SI_HA,0.16211948694772843,42.28540712418902,400.9403762091977,0.16211948694772843,0.16211948694772843,15.227383358466213,area model,259
1977,FB,0.22806480518872868,35.44824371429668,244.1786877802499,0.22806480518872868,0.22806480518872868,5.785070195255473,area model,72
1977,FM,0.2032744732486604,41.403054009888734,301.16117929614234,0.2032744732486604,0.2032744732486604,5.892301700960293,area model,305
1977,JM,0.1835559170474621,44.102644734181695,369.92408737446624,0.1835559170474621,0.1835559170474621,6.743714398833707,area model,190
1977,SI_EK,0.19584586760841827,39.19783467792441,330.93615292567245,0.19584586760841827,0.19584586760841827,7.582382814830638,area model,60
1977,SI_HA,0.1869706504302237,44.297614530725056,390.8717747776243,0.1869706504302237,0.1869706504302237,14.558182820665436,area model,388
1978,BT,0.1334530885663493,39.07815067006521,475.74437259974854,0.1334530885663493,0.1334530885663493,5.865303586455039,area model,90
1978,FB,0.24898199898948128,41.75742004832527,258.19725862013644,0.24898199898948128,0.24898199898948128,6.365686146505979,area model,315
1978,FM,0.23699463904801824,43.834897897908284,295.5204534661115,0.23699463904801824,0.23699463904801824,5.865303586455039,area model,366
1978,JM,0.18953995264575577,40.430170219756725,346.5949607769484,0.18953995264575577,0.18953995264575577,6.804376682334404,area model,347
1978,SI_HA,0.19900486820932237,47.10391870042771,383.98033864075734,0.19900486820932237,0.19900486820932237,14.690253807504464,area model,434
1979,BT,0.202830157813193,42.57959633343444,321.47007977338336,0.202830157813193,0.202830157813193,6.135725626559892,area model,145
1979,FB,0.2679059218683422,42.64172126448731,245.93207520652885,0.2679059218683422,0.2679059218683422,6.976190635205785,area model,457
1979,FM,0.21650759799143054,41.69243531583585,300.26873845224003,0.21650759799143054,0.21650759799143054,6.135725626559892,area model,593
1979,JM,0.20464241933471852,41.81849539175806,306.748162457455,0.20464241933471852,0.20464241933471852,4.954296199110003,area model,336
1979,SI_HA,0.1486822296946469,43.823473417965765,421.40957012436627,0.1486822296946469,0.1486822296946469,12.901315263862513,area model,456
1980,BT,0.24527641418979299,44.975591342788704,298.2897721288834,0.24527641418979299,0.24527641418979299,7.24149970339302,area model,366
1980,FB,0.2384649727543923,40.62536589661448,262.27663226557485,0.2384649727543923,0.2384649727543923,6.438716233272429,area model,1160
1980,FM,0.2194837550861944,42.136585616886286,299.14164979567624,0.2194837550861944,0.2194837550861944,7.24149970339302,area model,1131
1980,JM,0.16078872169899402,37.921498884223794,367.0998527278306,0.16078872169899402,0.16078872169899402,7.69183611444414,area model,1146
1980,SI_EK,0.14844128457816708,41.15783435097287,408.7290228367289,0.14844128457816708,0.14844128457816708,7.519243657863327,area model,343
1980,SI_HA,0.15584314594769527,42.40141858046384,409.41223046351126,0.15584314594769527,0.15584314594769527,14.955419656146589,area model,230
1981,BT,0.29180567886185516,49.91397688263107,271.0187636606564,0.29180567886185516,0.29180567886185516,15.097168570805836,area model,190
1981,FB,0.22709050599076383,39.63329376181028,262.90239884293453,0.22709050599076383,0.22709050599076383,6.609579376377904,area model,403
1981,FM,0.23969322231233134,43.41673513759362,279.2742126229393,0.23969322231233134,0.23969322231233134,6.951410099099923,area model,737
1981,JM,0.21326440473590458,42.28168357554092,294.98149602712266,0.21326440473590458,0.21326440473590458,7.331464455361927,area model,602
1981,MU,0.21354631137820043,39.320827279580676,328.5977689152449,0.21354631137820043,0.21354631137820043,6.613543569621315,area model,150
1981,SI_EK,0.1394645132566163,38.970122780275524,412.1207589438238,0.1394645132566163,0.1394645132566163,7.541065882798891,area model,143
1981,SI_HA,0.1532306929441731,42.10664036118864,427.37535006090775,0.1532306929441731,0.1532306929441731,13.957804338646952,area model,336
1982,BT,0.21247787755087613,44.15019107550171,316.64804002256005,0.21247787755087613,0.21247787755087613,15.183808730800768,area model,222
1982,FB,0.23398281023452322,40.679049379213104,271.94546608289465,0.23398281023452322,0.23398281023452322,6.3180890199357895,area model,682
1982,FM,0.22789173321488032,44.17238119012481,282.32535734139555,0.22789173321488032,0.22789173321488032,6.581500981860309,area model,1304
1982,HO,0.13049250496272047,36.20083498197967,443.31814336189206,0.13049250496272047,0.13049250496272047,5.271646171879985,area model,192
1982,JM,0.27314266857619085,47.967265630426276,270.6182929983576,0.27314266857619085,0.27314266857619085,5.842045664929098,area model,1484
1982,MU,0.18488348745920247,38.95386410824963,322.9977520772368,0.18488348745920247,0.18488348745920247,6.773026954945293,area model,158
1982,SI_EK,0.23913757877973088,50.453212559028955,310.41335271701496,0.23913757877973088,0.23913757877973088,7.868030887831167,area model,244
1982,SI_HA,0.19648274439372565,45.08554616653002,359.7631899993327,0.19648274439372565,0.19648274439372565,14.505652444446184,area model,415
1983,BT,0.1944919275965812,50.50151389264325,379.0272703602903,0.1944919275965812,0.1944919275965812,15.94090049293036,area model,381
1983,FB,0.21104838372881277,40.52078336073999,295.6971884149211,0.21104838372881277,0.21104838372881277,6.896962584910065,area model,782
1983,FM,0.19536067950514127,37.9335476602291,289.15019518918,0.19536067950514127,0.19536067950514127,7.373155005052046,area model,1173
1983,HO,0.21793220748078077,45.38977484241167,330.1260666778403,0.21793220748078077,0.21793220748078077,6.070171179221536,area model,350
1983,JM,0.26004162476295273,45.28884678902535,263.1180841540544,0.26004162476295273,0.26004162476295273,6.6818909363905465,area model,325
1983,MU,0.20384191407362307,41.065692375064515,296.77675786551083,0.20384191407362307,0.20384191407362307,7.246497086365704,area model,339
1983,SI_HA,0.1314507125574091,40.48063564851842,517.6331538544677,0.1314507125574091,0.1314507125574091,15.076216458288217,area model,367
1984,BT,0.17285850583709983,48.31642193726451,405.134361788342,0.17285850583709983,0.17285850583709983,16.29941400132603,area model,249
1984,FB,0.1574565895928433,36.71286257760859,356.37596903904654,0.1574565895928433,0.1574565895928433,8.007593462404301,area model,836
1984,FM,0.15549324071457282,37.05869075447272,343.37620102160736,0.15549324071457282,0.15549324071457282,8.584381859250673,area model,1081
1984,HO,0.15978070267074096,40.15781359066124,423.7039718715942,0.15978070267074096,0.15978070267074096,5.9324912810634745,area model,155
1984,JM,0.16299930041628394,35.31312754791448,346.4834814215782,0.16299930041628394,0.16299930041628394,8.184341759615888,area model,216
1984,MU,0.1532854845645533,35.61516574976683,359.0869558762636,0.1532854845645533,0.1532854845645533,7.235745696034346,area model,689
1984,SI_HA,0.09652551991680525,40.89627010246132,694.1125340101798,0.09652551991680525,0.09652551991680525,16.166238458867028,area model,324
1985,BS,0.113175990386783,36.046814091689086,519.1933459716656,0.113175990386783,0.113175990386783,6.968617550077899,area model,84
1985,BT,0.16408672612987263,43.9477668643059,423.0464367101266,0.16408672612987263,0.16408672612987263,14.42044664575408,area model,205
1985,FB,0.17406263656660564,37.40826680730348,323.41773846318773,0.17406263656660564,0.17406263656660564,7.42706323957016,area model,719
1985,FM,0.14648948334824632,35.76228813857563,399.5570531109146,0.14648948334824632,0.14648948334824632,9.773564865037889,area model,678
1985,JM,0.17194148959370367,39.26987155497909,327.99550781994145,0.17194148959370367,0.17194148959370367,3.374251357645464,area model,152
1985,MU,0.20136865723833072,39.207723394007225,315.58214102960306,0.20136865723833072,0.20136865723833072,5.915657127551817,area model,574
1985,RA,0.19174971913886654,34.04469242796494,279.4624949276948,0.19174971913886654,0.19174971913886654,5.3702179749138566,area model,375
1985,SI_EK,0.09656031112545069,37.05926868557264,544.4667350441395,0.09656031112545069,0.09656031112545069,7.012018404863214,area model,138
1985,SI_HA,0.09920048384814856,39.87119165987705,628.3841249338776,0.09920048384814856,0.09920048384814856,11.76779550707718,area model,382
1986,BS,0.12611192394493906,37.907413330110366,476.9575856434854,0.12611192394493906,0.12611192394493906,7.468588196412012,area model,252
1986,BT,0.16948360529011852,49.3861530264472,419.20067752597936,0.16948360529011852,0.16948360529011852,15.363271235418694,area model,160
1986,FB,0.17221908490312696,39.31644480159973,340.1857495260852,0.17221908490312696,0.17221908490312696,6.059764903006532,area model,579
1986,FM,0.1457568784435039,36.655240829229285,396.2542894737577,0.1457568784435039,0.1457568784435039,15.026159663595472,area model,633
1986,HO,0.1454281753878312,40.16558040961564,440.0260140608749,0.1454281753878312,0.1454281753878312,5.190657987178398,area model,50
1986,JM,0.1166678035238922,35.07500409275909,442.1889528519248,0.1166678035238922,0.1166678035238922,4.9302688773162675,area model,279
1986,MU,0.19011431567981263,42.403807920096135,354.32975430078307,0.19011431567981263,0.19011431567981263,6.24624074894501,area model,521
1986,SI_EK,0.1476325880849973,44.20371197395009,432.3466523830268,0.1476325880849973,0.1476325880849973,7.1050064349229345,area model,75
1986,SI_HA,0.11553017866141603,43.23876601260975,558.5952249748758,0.11553017866141603,0.11553017866141603,13.410280173854284,area model,582
1987,BS,0.13951092513046007,35.36467340734278,394.61786831573323,0.13951092513046007,0.13951092513046007,6.217173092651037,area model,527
1987,BT,0.19222556471768681,48.24788932759765,388.39668563951034,0.19222556471768681,0.19222556471768681,14.621912069578212,area model,237
1987,FB,0.1876276287949889,37.943486650338016,323.24671914415325,0.1876276287949889,0.1876276287949889,5.044549173187765,area model,1148
1987,FM,0.17461133326740005,39.71463544791909,364.2296013787045,0.17461133326740005,0.17461133326740005,11.318203731243791,area model,533
1987,HO,0.107241954769659,38.57288380195079,532.1751236463283,0.107241954769659,0.107241954769659,3.994513802417745,area model,260
1987,JM,0.14918257295903145,38.08289409929968,397.35255183547974,0.14918257295903145,0.14918257295903145,6.289325124875403,area model,547
1987,MU,0.17676876329125474,43.50125033384484,369.1480491374142,0.17676876329125474,0.17676876329125474,5.159020586935294,area model,294
1987,SI_EK,0.15284655481493964,42.930609347339875,398.71840935451144,0.15284655481493964,0.15284655481493964,5.545899347661086,area model,186
1987,SI_HA,0.10198300848472133,41.288138929065326,567.595328667448,0.10198300848472133,0.10198300848472133,13.844881310923522,area model,588
1988,BS,0.23425201678838825,48.15092173039317,317.3632632672251,0.23425201678838825,0.23425201678838825,8.394285853502982,area model,1606
1988,BT,0.20655526915583794,48.44116095109596,405.28647408471903,0.20655526915583794,0.20655526915583794,15.409471555833678,area model,192
1988,FB,0.22655036345789978,43.40450094203903,288.83878054358155,0.22655036345789978,0.22655036345789978,6.2170254871692014,area model,2168
1988,FM,0.17855030206533176,40.96740726583166,358.35494149854367,0.17855030206533176,0.17855030206533176,13.098240439271647,area model,821
1988,HO,0.16573360497823042,42.33884225902277,409.9169859335852,0.16573360497823042,0.16573360497823042,6.310363615854912,area model,1126
1988,JM,0.16445570563747633,41.976727264772215,404.08635182793415,0.16445570563747633,0.16445570563747633,6.3998689027018285,area model,1215
1988,MU,0.17595519050688246,43.43553804593032,386.32945080132095,0.17595519050688246,0.17595519050688246,7.1903460393359016,area model,464
1988,SI_EK,0.16222173157293004,45.12744647179095,438.19528270801555,0.16222173157293004,0.16222173157293004,5.486519171676047,area model,292
1988,SI_HA,0.14520863572776405,45.745366207517364,457.14300288955184,0.14520863572776405,0.14520863572776405,14.16238561631977,area model,477
1989,BS,0.20112682802490575,41.63261694361411,321.8865747704429,0.20112682802490575,0.20112682802490575,9.15887813201045,area model,365
1989,BT,0.23584540914627405,54.355434375826185,365.8868899602145,0.23584540914627405,0.23584540914627405,15.888403677905822,area model,173
1989,FB,0.24091702290494227,42.53322716761295,281.79330430318817,0.24091702290494227,0.24091702290494227,6.019247097135177,area model,1128
1989,FM,0.18675572789862457,40.16684968693006,324.6258539564441,0.18675572789862457,0.18675572789862457,8.744904644907132,area model,846
1989,HO,0.14826536822681777,40.14170812351898,430.80270110646444,0.14826536822681777,0.14826536822681777,6.286619787825797,area model,262
1989,JM,0.1851987677334338,46.833649489279374,389.15411455755316,0.1851987677334338,0.1851987677334338,8.298471623391993,area model,197
1989,MU,0.1791519959163127,43.736534858730955,382.51007056506637,0.1791519959163127,0.1791519959163127,7.858223469282151,area model,340
1989,SI_EK,0.15275799209930233,40.97605163002652,433.7261696059895,0.15275799209930233,0.15275799209930233,8.529781040287064,area model,145
1989,SI_HA,0.10841408118189612,42.34636675650708,587.2950053069458,0.10841408118189612,0.10841408118189612,15.776395390160832,area model,367
1990,BS,0.1722160353625729,42.67020177330366,342.6225091348388,0.1722160353625729,0.1722160353625729,9.391984106845012,area model,460
1990,BT,0.17406427735405505,51.15040133332576,410.66062103009955,0.17406427735405505,0.17406427735405505,15.504364468183516,area model,178
1990,FB,0.2240881840180809,41.82395912806826,283.5110785987825,0.2240881840180809,0.2240881840180809,6.71981994704174,area model,849
1990,FM,0.21039994187308078,44.86929501566127,321.9230149050616,0.21039994187308078,0.21039994187308078,11.5589144529943,area model,1126
1990,HO,0.14504125999260634,42.85676324772351,472.8276814705044,0.14504125999260634,0.14504125999260634,6.563313056913084,area model,321
1990,JM,0.17100844317055292,42.55215954282136,402.5828055483465,0.17100844317055292,0.17100844317055292,11.052605829905945,area model,190
1990,MU,0.21218025715842562,46.95248398860998,347.11367068090664,0.21218025715842562,0.21218025715842562,8.015465389243598,area model,450
1990,SI_EK,0.10901726435952598,36.32825447465092,553.3111746893705,0.10901726435952598,0.10901726435952598,9.215773135973556,area model,45
1990,SI_HA,0.09272844370048318,41.557197455315034,651.6415990726672,0.09272844370048318,0.09272844370048318,16.469464253104302,area model,272
1991,BS,0.20486923108938157,43.78013892297455,323.85058742806535,0.20486923108938157,0.20486923108938157,8.59000874163787,area model,559
1991,BT,0.2766190430837643,52.98603853669616,312.320566154401,0.2766190430837643,0.2766190430837643,15.574367709983385,area model,239
1991,FB,0.2055922518917209,41.5723597067744,310.45073523602883,0.2055922518917209,0.2055922518917209,8.182777758017131,area model,910
1991,FM,0.2086453150670879,43.05366732140976,309.86273472132115,0.2086453150670879,0.2086453150670879,11.580849377102185,area model,1320
1991,HO,0.13890752162759953,43.66330245904261,475.9953428611516,0.13890752162759953,0.13890752162759953,6.643654135997462,area model,120
1991,JM,0.1912315807030484,46.40052256528041,375.81671618427606,0.1912315807030484,0.1912315807030484,8.859119727966187,area model,279
1991,MU,0.22171087936305708,47.747242240922,322.460148434511,0.22171087936305708,0.22171087936305708,6.527748487645567,area model,553
1991,RA,0.3509307914939581,52.0553118790484,234.39713194307643,0.3509307914939581,0.3509307914939581,7.140257745271433,area model,190
1991,SI_EK,0.08900018828522373,45.64973162037013,791.0841676403513,0.08900018828522373,0.08900018828522373,8.712927516971472,area model,45
1991,SI_HA,0.10647445219001878,43.6238775844042,657.3204670979399,0.10647445219001878,0.10647445219001878,15.579678983447126,area model,295
1992,BS,0.1550040973639909,39.119398732626856,390.3805601004102,0.1550040973639909,0.1550040973639909,8.09118850991409,area model,526
1992,BT,0.24062721552255906,49.28934523297857,292.155597497414,0.24062721552255906,0.24062721552255906,16.093894120539147,area model,100
1992,FB,0.19711755519428303,41.67685947092303,314.89675845292993,0.19711755519428303,0.19711755519428303,7.973353336261541,area model,847
1992,FM,0.19584647433966673,42.393593371909056,332.23565971779504,0.19584647433966673,0.19584647433966673,8.701041557817828,area model,1116
1992,HO,0.09942317837731271,40.7969247996004,651.6415509758525,0.09942317837731271,0.09942317837731271,6.42015585754597,area model,246
1992,JM,0.1473212869288577,39.29472763269527,430.39588389604495,0.1473212869288577,0.1473212869288577,9.812958780803994,area model,490
1992,MU,0.2018327180203329,46.61103707041407,339.3153901804943,0.2018327180203329,0.2018327180203329,7.456042332204951,area model,258
1992,RA,0.20991675257485462,36.21433061781234,280.79153045891053,0.20991675257485462,0.20991675257485462,8.083418303796694,area model,55
1992,SI_HA,0.10820468003356759,47.00215025852617,675.5889076150407,0.10820468003356759,0.10820468003356759,14.234058092155124,area model,184
1993,BS,0.17577555623740518,39.668463296962116,396.41177189844876,0.17577555623740518,0.17577555623740518,7.873870131874787,area model,163
1993,BT,0.17968706932907036,49.93953594655869,463.0337295748751,0.17968706932907036,0.17968706932907036,15.937421932675742,area model,140
1993,FB,0.20354477986913677,40.869009289016454,317.0740958216494,0.20354477986913677,0.20354477986913677,7.466378898518712,area model,471
1993,FM,0.19785808647263028,42.19723393428666,333.3104892677374,0.19785808647263028,0.19785808647263028,7.87326673804199,area model,868
1993,HO,0.10330273605079102,40.64505184011099,577.3758318272295,0.10330273605079102,0.10330273605079102,5.387058022935547,area model,444
1993,JM,0.15783953849151053,41.54087874593657,393.9720788199256,0.15783953849151053,0.15783953849151053,8.763079418413133,area model,230
1993,MU,0.14059329243040483,37.46135569076554,391.67395711371705,0.14059329243040483,0.14059329243040483,6.138323503991202,area model,278
1993,RA,0.16657392763167284,36.181196330473256,310.61104383007506,0.16657392763167284,0.16657392763167284,6.165510368108287,area model,65
1993,SI_HA,0.10338782688119164,45.8865877093263,672.9804530477727,0.10338782688119164,0.10338782688119164,14.49842562326451,area model,163
1994,BS,0.15102760077916552,40.21142434844439,417.14211690349566,0.15102760077916552,0.15102760077916552,8.390979512969412,area model,567
1994,BT,0.2004977433714289,50.57590541688568,420.6459967013369,0.2004977433714289,0.2004977433714289,16.564549079811336,area model,90
1994,FB,0.19705587012571765,40.9078848408933,319.16122210949254,0.19705587012571765,0.19705587012571765,8.164604571805025,area model,1696
1994,FM,0.2418093157120157,46.50560459531313,298.0389293609071,0.2418093157120157,0.2418093157120157,10.175336289812558,area model,1088
1994,HO,0.13541959550047986,41.26561304694796,476.67442220900483,0.13541959550047986,0.13541959550047986,7.7122495896872,area model,486
1994,MU,0.2318899893425696,46.56953016556541,317.09927653710463,0.2318899893425696,0.2318899893425696,5.239569196007815,area model,226
1994,RA,0.16442588658010346,36.25296619168539,349.3902464065652,0.16442588658010346,0.16442588658010346,6.824735920001924,area model,85
1994,SI_HA,0.1621127480411051,49.03754494080348,501.85344024281926,0.1621127480411051,0.1621127480411051,15.895205557228984,area model,219
1995,BS,0.169530556604478,41.86664634131668,370.0287853857868,0.169530556604478,0.169530556604478,9.30648387296885,area model,377
1995,BT,0.18253764828748756,64.45267707997428,563.5086995924416,0.18253764828748756,0.18253764828748756,15.336043891800614,area model,97
1995,FB,0.19877162262511786,42.51891059393101,332.1326737251346,0.19877162262511786,0.19877162262511786,8.106556532440612,area model,799
1995,FM,0.21480128348298186,45.678734474448284,323.5025091148648,0.21480128348298186,0.21480128348298186,9.217792883062272,area model,900
1995,HO,0.15581563564828413,42.20597532834704,434.4490183629305,0.15581563564828413,0.15581563564828413,5.96908356971741,area model,135
1995,JM,0.19484002789019622,42.16763602997073,344.94623728785433,0.19484002789019622,0.19484002789019622,10.358747966894535,area model,288
1995,MU,0.21391266603929748,45.27854680996297,320.7332107352697,0.21391266603929748,0.21391266603929748,7.303590946765291,area model,256
1995,RA,0.18133298988694457,42.67949306973409,350.98983457590913,0.18133298988694457,0.18133298988694457,3.058583630792971,area model,95
1995,SI_HA,0.1056435845697998,43.5087160519502,584.0737482569792,0.1056435845697998,0.1056435845697998,14.392875572638491,area model,190
1996,BS,0.24728548830108515,48.76389913374242,313.50965718470917,0.24728548830108515,0.24728548830108515,7.752783427201764,area model,330
1996,FB,0.22978303492443367,43.52257064277279,299.32479722227606,0.22978303492443367,0.22978303492443367,7.872606451280172,area model,797
1996,FM,0.24765690764841924,49.12814527212277,291.35640805135824,0.24765690764841924,0.24765690764841924,9.72151241191605,area model,543
1996,HO,0.16055226182866864,44.47365445104524,422.60235281725534,0.16055226182866864,0.16055226182866864,6.213138914497873,area model,90
