area,mean_temp
SI_HA,13.554459056457134
BT,13.095411476916802
FM,8.896374532664824
JM,8.768235573537796
BS,8.437786086873796
FB,8.155217261463429
SI_EK,8.034596039976442
MU,6.8529133346237305
HO,6.5756383367656
RA,6.496869514230638
