Art;Stickprov metod;Fiskeår;Fångstdatum;Redskap kod;Löpnr;"Total
längd mm";Kön;Ålder;"Total
vikt";"Somatisk
vikt";Somatisk vikttyp;Fiske;;Lokal;Godkänd ålder;"Gonad
statuskod";"Gonad
statustyp";"Tillväxt 
mm år 1";År2;År3;År4;År5;År6;År7;År8;År9;År10;År11;År12;År13;År14;År15;År16;År17;År18;År19;År20
Abborre;Insamling av 200 honor;2019;2019-10-07;K052;453;153;Hona;1;45;42;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;JA;1;Könsstatus, vanlig fyrgradig skala;97;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2019;2019-10-07;K052;454;157;Hona;1;43;39;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;JA;1;Könsstatus, vanlig fyrgradig skala;102;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2019;2019-10-07;K052;455;165;Hona;1;48;45;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;JA;1;Könsstatus, vanlig fyrgradig skala;113;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;545;169;Hona;2;67;63;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;76;107;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;546;204;Hona;2;127;113;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;101;140;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;547;217;Hona;2;126;113;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;118;167;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;548;218;Hona;2;131;120;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;94;159;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;549;223;Hona;2;135;121;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;96;161;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;550;225;Hona;2;148;135;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;118;166;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;551;193;Hona;2;105;93;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;99;153;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;552;213;Hona;2;136;125;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;108;161;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;553;167;Hona;2;57;54;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;86;131;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;554;217;Hona;2;110;102;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;111;164;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;555;221;Hona;2;141;128;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;102;174;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;556;191;Hona;2;85;81;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;75;139;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;557;160;Hona;2;47;45;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;71;112;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;558;188;Hona;2;85;80;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;79;137;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;559;225;Hona;2;133;119;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;108;164;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;560;159;Hona;2;46;44;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;561;148;Hona;2;40;37;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;85;118;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-09;K052;562;156;Hona;2;42;40;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;89;125;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;563;243;Hona;2;201;182;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;96;151;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;564;242;Hona;2;196;173;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;97;172;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;565;227;Hona;2;163;147;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;114;161;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;566;227;Hona;2;145;129;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;107;159;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;567;227;Hona;2;151;138;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;112;178;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;568;208;Hona;2;109;98;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;108;164;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;569;217;Hona;2;134;122;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;90;152;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;570;206;Hona;2;117;104;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;122;164;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;571;230;Hona;2;145;132;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;101;161;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;572;216;Hona;2;129;112;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;83;146;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;573;222;Hona;2;145;132;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;77;148;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;574;206;Hona;2;111;98;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;103;166;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;575;164;Hona;2;46;44;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;79;107;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;576;169;Hona;2;62;58;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;97;133;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;577;185;Hona;2;73;69;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;95;137;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;578;187;Hona;2;89;84;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;78;120;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;579;167;Hona;2;57;54;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;1;Könsstatus, vanlig fyrgradig skala;85;110;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor;2020;2020-10-12;K052;580;173;Hona;2;60;54;Totalvikt exkl. mage,tarmar,gonad;Nätlänk oktober;;Kvädöfjärden;NEJ;2;Könsstatus, vanlig fyrgradig skala;83;128;;;;;;;;;;;;;;;;;;
